19.018 14.303 7.541 90.0 90.0 90.0
3.0 0.0 0.0
0.0 3.0 0.0
0.0 0.0 3.0
2.1063 2.9082 2.0 O
2.6063 2.5918 2.5 O
2.3937 2.4082 2.5 O
2.3937 2.5918 2.5 O
2.6063 2.4082 2.5 O
2.0 2.2094 2.0 O
2.0 2.7906 2.0 O
2.5 2.7094 2.5 O
2.5 2.2906 2.5 O
2.2041 2.0 2.1743 O
2.7959 2.0 2.8257 O
2.7959 2.0 2.1743 O
2.2041 2.0 2.8257 O
2.7041 2.5 2.6743 O
2.2959 2.5 2.3257 O
2.2959 2.5 2.6743 O
2.7041 2.5 2.3257 O
2.2529 2.0 2.5 O
2.7471 2.0 2.5 O
2.7529 2.5 2.0 O
2.2471 2.5 2.0 O
2.3244 2.2018 2.2064 Si
2.6756 2.7982 2.7936 Si
2.6756 2.7982 2.2064 Si
2.3244 2.2018 2.7936 Si
2.6756 2.2018 2.7936 Si
2.3244 2.7982 2.2064 Si
2.3244 2.7982 2.7936 Si
2.6756 2.2018 2.2064 Si
2.8244 2.7018 2.7064 Si
2.1756 2.2982 2.2936 Si
2.1756 2.2982 2.7064 Si
2.8244 2.7018 2.2936 Si
2.1756 2.7018 2.2936 Si
2.8244 2.2982 2.7064 Si
2.8244 2.2982 2.2936 Si
2.1756 2.7018 2.7064 Si
2.0843 2.2004 2.0 Si
2.9157 2.7996 2.0 Si
2.9157 2.2004 2.0 Si
2.0843 2.7996 2.0 Si
2.5843 2.7004 2.5 Si
2.4157 2.2996 2.5 Si
2.4157 2.7004 2.5 Si
2.5843 2.2996 2.5 Si
2.2743 2.0 2.2935 Si
2.7257 2.0 2.7065 Si
2.7257 2.0 2.2935 Si
2.2743 2.0 2.7065 Si
2.7743 2.5 2.7935 Si
2.2257 2.5 2.2065 Si
2.2257 2.5 2.7935 Si
2.7743 2.5 2.2065 Si
2.1553 2.0 2.0 Si
2.8447 2.0 2.0 Si
2.6553 2.5 2.5 Si
2.3447 2.5 2.5 Si
2.1152 2.2507 3.1742999999999997 O
2.8848000000000003 2.7493 3.1742999999999997 O
2.8848000000000003 2.2507 3.1742999999999997 O
2.1152 2.7493 3.1742999999999997 O
2.3201 3.0918 2.2500999999999998 O
2.6799 3.0918 2.7499000000000002 O
2.6799 3.0918 2.2500999999999998 O
2.3201 3.0918 2.7499000000000002 O
2.2041 2.0 3.1742999999999997 O
2.1063 3.0918 2.0 O
2.7959 2.0 3.1742999999999997 O
2.8937 3.0918 2.0 O
